dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat
0.982002,tcp,-,FIN,10,8,564,354,17.311573,254,252,4138.484375,2525.453125,2,1,107.664,136.025859,6822.792259,212.920844,255,678338640,3770235297,255,0.060402,0.029816,0.030586,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2e-06,udp,-,INT,2,0,168,0,500000.0013,254,0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,3,0,0,0,2,1,0,Reconnaissance
0.733427,tcp,-,FIN,10,8,564,354,23.178858,254,252,5541.110352,3381.38623,2,1,77.822111,94.068141,5752.900781,127.264602,255,3291826325,2926290916,255,0.101112,0.074944,0.026168,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2.1668,tcp,-,FIN,10,8,564,354,7.845671,254,252,1875.576904,1144.544922,2,1,240.755556,293.311,18305.65603,501.76825,255,831847005,2086112354,255,0.243212,0.112963,0.130249,56,44,0,0,4,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.482984,tcp,-,FIN,10,8,564,354,11.463374,254,252,2740.420654,1672.303955,2,1,164.678,199.681859,9869.522535,296.300625,255,3898897848,2942873975,255,0.185479,0.085209,0.10027,56,44,0,0,1,1,3,1,1,1,0,0,0,1,1,0,Reconnaissance
1.2e-05,udp,-,INT,2,0,168,0,83333.33039,254,0,56000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,2,1,1,1,0,0,0,3,7,0,Reconnaissance
0.178277,tcp,http,FIN,10,6,858,268,84.138728,254,252,34687.59375,10051.77344,2,1,19.439444,32.1786,1159.840083,54.957164,255,507000231,79812630,255,0.030542,0.017376,0.013166,86,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,2,0,0,0,2,1,0,Reconnaissance
1.348011,tcp,-,FIN,10,8,564,354,12.611173,254,252,3014.812256,1839.747559,2,1,138.779889,177.266719,9146.156719,227.45875,255,1026532622,2451198807,255,0.171371,0.107135,0.064236,56,44,0,0,5,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,14,0,0,0,4,12,0,Reconnaissance
6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.740758,tcp,-,FIN,10,8,564,354,22.949465,254,252,5486.271973,3347.921875,2,1,81.230556,101.51957,6359.024419,142.266797,255,1251211525,335906119,255,0.088486,0.030116,0.05837,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.337976,tcp,http,FIN,10,6,796,268,44.381848,254,252,16971.61914,5302.151367,2,1,35.992778,59.000801,1787.543488,82.914516,255,106583490,3494821542,255,0.082958,0.042969,0.039989,80,45,1,0,1,1,1,1,1,2,0,0,1,1,1,0,Reconnaissance
0.782301,tcp,-,FIN,10,8,564,354,21.730766,254,252,5194.931152,3170.135254,2,1,86.922333,107.161859,6291.250364,162.620563,255,364080951,738097557,255,0.089703,0.031499,0.058204,56,44,0,0,1,1,23,1,1,1,0,0,0,2,1,0,Reconnaissance
0.873544,tcp,-,FIN,10,8,564,354,19.460955,254,252,4652.312988,2839.01001,2,1,95.619556,111.04043,6983.107572,156.562078,255,2911460170,1567782512,255,0.147287,0.096257,0.05103,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.627348,tcp,-,FIN,10,8,564,354,27.098197,254,252,6478.062988,3953.148682,2,1,69.266444,88.736711,5464.149857,139.063375,255,1483164214,3220861088,255,0.051379,0.006188,0.045191,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance
0.931652,tcp,-,FIN,10,8,564,354,18.247156,254,252,4362.143555,2661.938232,2,1,103.516889,119.917289,7042.291663,178.426125,255,1790663015,3929189564,255,0.152113,0.079369,0.072744,56,44,0,0,7,1,18,1,1,3,0,0,0,3,3,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
1.327866,tcp,-,FIN,10,8,564,354,12.802497,254,252,3060.549805,1867.658447,2,1,143.705778,175.787578,8403.567514,282.437625,255,1320743839,1887136343,255,0.164171,0.097349,0.066822,56,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.645501,tcp,-,FIN,10,8,564,354,26.336132,254,252,6295.884766,3841.976807,2,1,70.829667,90.25343,5547.542224,137.879172,255,1261993417,3739467828,255,0.061573,0.013718,0.047855,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
2e-06,udp,-,INT,2,0,168,0,500000.0013,254,0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.413119,tcp,http,FIN,10,6,940,268,36.309152,254,252,16382.68945,4337.733398,2,1,40.434556,64.624801,2256.064613,93.371727,255,1582474505,3227861852,255,0.17551,0.089987,0.085523,94,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
1.5e-05,udp,-,INT,2,0,168,0,66666.66835,254,0,44800000.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.625104,tcp,-,FIN,10,8,564,354,27.195474,254,252,6501.317871,3967.339844,2,1,69.456,87.597,5402.665234,139.574359,255,3622420155,709329056,255,0.054183,0.007239,0.046944,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.919195,tcp,-,FIN,10,8,564,354,18.494444,254,252,4421.259766,2698.012939,2,1,89.253889,125.825,6312.287624,167.888391,255,1982637616,591839318,255,0.115901,0.038417,0.077484,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
5e-06,srp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,Reconnaissance
0.635009,tcp,-,FIN,10,8,564,354,26.771274,254,252,6399.90918,3905.456543,2,1,70.063222,89.878141,5527.346948,140.093078,255,1085993235,3127810128,255,0.05102,0.005859,0.045161,56,44,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Reconnaissance
1.63926,tcp,-,FIN,10,8,564,354,10.370533,254,252,2479.167236,1512.877686,2,1,179.865333,227.853141,13080.16382,341.868625,255,4018872350,1608891556,255,0.124942,0.044286,0.080656,56,44,0,0,18,1,1,1,1,1,0,0,0,11,1,0,Reconnaissance
6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,19,3,0,Reconnaissance
0.851267,tcp,-,FIN,10,8,564,354,19.970233,254,252,4774.060547,2913.304688,2,1,94.585222,107.65757,6454.91295,159.454047,255,3348799279,1408602470,255,0.118382,0.053272,0.06511,56,44,0,0,4,1,10,1,1,1,0,0,0,2,1,0,Reconnaissance
1.148387,tcp,-,FIN,10,8,564,354,14.803373,254,252,3538.876953,2159.550781,2,1,125.521667,150.114,8790.883181,210.480344,255,3178277184,3430956815,255,0.124977,0.097582,0.027395,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Reconnaissance
0.628805,tcp,-,FIN,10,8,564,354,27.035409,254,252,6463.053223,3943.989014,2,1,69.422778,88.958289,5438.143282,139.275375,255,778220673,3153110781,255,0.050922,0.006086,0.044836,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,6,5,5,13,0,0,0,6,9,0,Reconnaissance
4.307953,tcp,http,FIN,10,8,880,354,3.94619,254,252,1470.768188,575.679443,2,1,475.128333,601.872125,30202.06772,984.691625,255,2067238155,2421291599,255,0.218,0.094847,0.123153,88,44,1,0,1,1,1,1,1,1,0,0,1,1,2,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
1.851293,tcp,-,FIN,10,8,564,354,9.182771,254,252,2195.222412,1339.604248,2,1,203.836556,253.277281,12235.05251,412.694531,255,977461642,1692449417,255,0.149082,0.078343,0.070739,56,44,0,0,2,1,2,1,1,1,0,0,0,2,2,0,Reconnaissance
8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,3,1,1,1,0,0,0,1,1,0,Reconnaissance
0.712177,tcp,-,FIN,10,8,564,354,23.870471,254,252,5706.446777,3482.280518,2,1,76.510222,96.67243,5536.696299,139.941453,255,42508188,3340846085,255,0.114575,0.035463,0.079112,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.304935,tcp,-,FIN,10,8,564,354,13.027469,254,252,3114.331299,1900.477783,2,1,141.694556,174.217422,8446.832088,285.895062,255,3195935999,1863640750,255,0.16295,0.085408,0.077542,56,44,0,0,1,1,1,1,1,1,0,0,0,1,4,0,Reconnaissance
0.677625,tcp,-,FIN,10,8,564,354,25.087622,254,252,5997.41748,3659.841309,2,1,74.858556,93.71943,5667.586329,139.397859,255,1911660987,2014562884,255,0.071718,0.02158,0.050138,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0,Reconnaissance
1.435776,tcp,-,FIN,10,8,564,354,11.840287,254,252,2830.525146,1727.28894,2,1,156.860333,200.799578,12198.28372,322.194094,255,328511044,798096082,255,0.057276,0.03017,0.027106,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.160832,tcp,-,FIN,10,8,564,354,14.644668,254,252,3500.937012,2136.398682,2,1,128.879111,154.298859,7976.515907,224.150219,255,3727567320,337179406,255,0.167053,0.080735,0.086318,56,44,0,0,1,1,2,1,1,1,0,0,0,1,4,0,Reconnaissance
3.8e-05,udp,-,INT,2,0,168,0,26315.79064,254,0,17684212.0,0.0,0,0,0.038,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.298591,tcp,-,FIN,10,8,564,354,13.091112,254,252,3129.545654,1909.762207,2,1,133.284667,173.930141,8842.458396,236.380437,255,1847783382,3467232504,255,0.176311,0.081079,0.095232,56,44,0,0,2,1,1,1,1,2,0,0,0,1,1,0,Reconnaissance
0.725093,tcp,-,FIN,10,8,564,354,23.445268,254,252,5604.79834,3420.250977,2,1,80.434778,93.205141,5756.543149,137.122016,255,3182503215,3943474153,255,0.129378,0.072646,0.056732,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
5e-06,vines,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,17,0,0,0,4,12,0,Reconnaissance
0.620209,tcp,http,FIN,10,6,878,268,24.185396,254,252,10203.0127,2889.348633,2,1,64.474222,109.117,3966.386432,161.75575,255,2908011721,3243419445,255,0.148871,0.074602,0.074269,88,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Reconnaissance
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.191147,tcp,http,FIN,10,6,840,268,78.473636,254,252,31640.57031,9374.983398,2,1,19.594556,36.819199,1044.612985,62.443734,255,3924995069,3620413609,255,0.053958,0.007042,0.046916,84,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
59.469406,ospf,-,REQ,80,0,8640,0,1.328414,254,0,1147.749878,0.0,0,0,794.258812,0.0,978.922812,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,1,0,0,0,2,1,0,Reconnaissance
2.9e-05,udp,-,INT,2,0,168,0,34482.75776,254,0,23172414.0,0.0,0,0,0.029,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.5e-05,udp,-,INT,2,0,168,0,66666.66835,254,0,44800000.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.819005,tcp,-,FIN,10,8,564,354,20.756894,254,252,4962.118652,3028.064453,2,1,85.106889,108.583141,6105.667184,143.378891,255,2530770255,1985796114,255,0.135132,0.058914,0.076218,56,44,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Reconnaissance
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,3,3,10,0,0,0,9,9,0,Reconnaissance
1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.666242,tcp,-,FIN,10,8,564,354,25.516254,254,252,6099.885742,3722.371094,2,1,73.042556,91.38443,5414.724374,141.941797,255,4028926388,1080085731,255,0.093489,0.026542,0.066947,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.799881,tcp,-,FIN,10,8,564,354,21.253162,254,252,5080.755859,3100.461182,2,1,83.730222,107.711711,6446.500806,149.198531,255,136283409,1501374566,255,0.092509,0.04589,0.046619,56,44,0,0,1,1,1,1,1,1,0,0,0,2,3,0,Reconnaissance
0.916513,tcp,-,FIN,10,8,564,354,18.548563,254,252,4434.197754,2705.907959,2,1,101.626889,119.74357,6836.592629,154.017484,255,3344162766,3069607542,255,0.161709,0.078299,0.08341,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.219799,tcp,http,FIN,10,6,808,268,68.244169,254,252,26496.93555,8152.90332,2,1,22.804778,42.615398,1196.920915,67.411766,255,3208058361,4239545012,255,0.052667,0.006712,0.045955,81,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
0.841666,tcp,-,FIN,10,8,564,354,20.198036,254,252,4828.518555,2946.537109,2,1,88.914,111.12457,6247.819795,148.193938,255,683441736,1367057208,255,0.099498,0.06379,0.035708,56,44,0,0,12,1,1,1,1,1,0,0,0,3,1,0,Reconnaissance
4e-06,udp,-,INT,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.347108,tcp,-,FIN,10,8,564,354,12.619627,254,252,3016.833008,1840.980835,2,1,149.678667,182.578,10012.87186,281.521313,255,3031237496,2233285230,255,0.068857,0.056871,0.011986,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1e-06,udp,-,INT,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,2,1,1,1,0,0,0,2,3,0,Reconnaissance
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,5,4,4,14,0,0,0,5,12,0,Reconnaissance
1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance
7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,2,1,2,0,0,0,22,2,0,Reconnaissance
0.352388,tcp,http,FIN,10,6,796,268,42.566717,254,252,16277.5127,5085.303711,2,1,33.666111,58.573801,1764.432577,81.302453,255,2662380566,924185016,255,0.122903,0.059511,0.063392,80,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
1e-05,etherip,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,5,4,4,11,0,0,0,5,9,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.195553,tcp,http,FIN,10,6,822,268,76.705546,254,252,30273.12305,9163.755859,2,1,20.355778,37.671602,1091.694125,65.98507,255,784560152,3980658841,255,0.052252,0.007191,0.045061,82,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
0.896641,tcp,http,FIN,10,6,842,268,16.729103,254,252,6763.018555,1998.57019,2,1,99.516778,150.822594,6010.332022,262.6995,255,3931672070,1132753035,255,0.209131,0.142522,0.066609,84,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance
0.652335,tcp,-,FIN,10,8,564,354,26.06023,254,252,6229.928223,3801.727783,2,1,71.058778,91.59157,5519.274098,139.491187,255,3548409023,638101690,255,0.061022,0.011185,0.049837,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
1.061742,tcp,-,FIN,10,8,564,354,16.011424,254,252,3827.672119,2335.78418,2,1,116.989444,146.804,9569.377012,241.123281,255,1216645760,3993403265,255,0.048441,0.034112,0.014329,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,2,0,0,0,19,1,0,Reconnaissance
0.643121,tcp,-,FIN,10,8,564,354,26.433595,254,252,6319.184082,3856.195068,2,1,70.595889,88.43243,5431.036734,132.860203,255,4093704158,3242113581,255,0.031766,0.024086,0.00768,56,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
6e-06,eigrp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,3,3,17,0,0,0,6,12,0,Reconnaissance
1.08407,tcp,-,FIN,10,8,564,354,15.681645,254,252,3748.835449,2287.675293,2,1,113.019222,135.480859,7079.329856,181.019203,255,1158267899,1831048984,255,0.216971,0.135695,0.081276,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.564891,tcp,http,FIN,10,8,870,354,30.094302,254,252,11088.86523,4390.227539,2,1,59.785889,75.76657,4001.156153,138.376406,255,3334520744,1795666435,255,0.116462,0.034519,0.081943,87,44,1,0,1,1,17,1,1,1,0,0,1,1,2,0,Reconnaissance
3.081394,tcp,http,FIN,10,8,856,354,5.516984,254,252,2001.691528,804.830566,2,1,335.650111,425.712562,26940.78686,751.0915,255,3273699757,1682895465,255,0.229811,0.101403,0.128408,86,44,1,0,1,1,3,1,1,3,0,0,1,3,1,0,Reconnaissance
3e-05,udp,-,INT,2,0,168,0,33333.33418,254,0,22400000.0,0.0,0,0,0.03,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.903398,tcp,-,FIN,10,8,564,354,18.817842,254,252,4498.571289,2745.190918,2,1,98.836,118.171859,6276.918325,175.476703,255,2887223595,2806396200,255,0.177282,0.076194,0.101088,56,44,0,0,3,1,2,1,1,1,0,0,0,1,1,0,Reconnaissance
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,7,2,3,1,1,1,0,0,0,3,1,0,Reconnaissance
